restaurant_id,date,amount_eur,direction,category,description
R0080,2025-08-19,686.08,credit,Card Terminal Revenue,Daily revenue
R0080,2025-08-19,824.81,debit,Food & Beverage Supply,Operating expense
R0080,2025-08-20,715.5,credit,Online Order Revenue,Daily revenue
R0080,2025-08-20,985.23,debit,Insurance,Operating expense
R0080,2025-08-21,838.16,credit,Card Terminal Revenue,Daily revenue
R0080,2025-08-21,655.59,debit,Utilities,Operating expense
R0080,2025-08-22,1021.52,credit,Card Terminal Revenue,Daily revenue
R0080,2025-08-22,919.07,debit,Insurance,Operating expense
R0080,2025-08-23,1080.74,credit,Walk-in Revenue,Daily revenue
R0080,2025-08-23,605.25,debit,Loan Repayment,Operating expense
R0080,2025-08-24,694.41,credit,Walk-in Revenue,Daily revenue
R0080,2025-08-24,1002.51,debit,Tax,Operating expense
R0080,2025-08-25,597.53,credit,Walk-in Revenue,Daily revenue
R0080,2025-08-25,664.23,debit,Insurance,Operating expense
R0080,2025-08-26,906.89,credit,Card Terminal Revenue,Daily revenue
R0080,2025-08-26,650.35,debit,Maintenance,Operating expense
R0080,2025-08-27,923.75,credit,Online Order Revenue,Daily revenue
R0080,2025-08-27,672.37,debit,Food & Beverage Supply,Operating expense
R0080,2025-08-28,1040.38,credit,Online Order Revenue,Daily revenue
R0080,2025-08-28,899.81,debit,Tax,Operating expense
R0080,2025-08-29,930.65,credit,Online Order Revenue,Daily revenue
R0080,2025-08-29,769.08,debit,Staff Costs,Operating expense
R0080,2025-08-30,789.18,credit,Online Order Revenue,Daily revenue
R0080,2025-08-30,795.93,debit,Staff Costs,Operating expense
R0080,2025-08-31,767.74,credit,Online Order Revenue,Daily revenue
R0080,2025-08-31,1045.92,debit,Loan Repayment,Operating expense
R0080,2025-09-01,935.43,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-01,706.32,debit,Insurance,Operating expense
R0080,2025-09-02,1070.19,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-02,806.72,debit,Insurance,Operating expense
R0080,2025-09-03,1052.13,credit,Online Order Revenue,Daily revenue
R0080,2025-09-03,979.09,debit,Food & Beverage Supply,Operating expense
R0080,2025-09-04,948.1,credit,Walk-in Revenue,Daily revenue
R0080,2025-09-04,657.66,debit,Insurance,Operating expense
R0080,2025-09-05,838.15,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-05,1249.68,debit,Marketing,Operating expense
R0080,2025-09-06,841.32,credit,Walk-in Revenue,Daily revenue
R0080,2025-09-06,780.98,debit,Rent,Operating expense
R0080,2025-09-07,849.9,credit,Online Order Revenue,Daily revenue
R0080,2025-09-07,697.85,debit,Tax,Operating expense
R0080,2025-09-08,977.01,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-08,649.19,debit,Rent,Operating expense
R0080,2025-09-09,811.09,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-09,849.95,debit,Insurance,Operating expense
R0080,2025-09-10,873.82,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-10,832.21,debit,Loan Repayment,Operating expense
R0080,2025-09-11,897.56,credit,Online Order Revenue,Daily revenue
R0080,2025-09-11,669.5,debit,Staff Costs,Operating expense
R0080,2025-09-12,1059.24,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-12,951.62,debit,Insurance,Operating expense
R0080,2025-09-13,797.6,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-13,870.43,debit,Staff Costs,Operating expense
R0080,2025-09-14,847.87,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-14,944.35,debit,Maintenance,Operating expense
R0080,2025-09-15,993.77,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-15,965.39,debit,Tax,Operating expense
R0080,2025-09-16,798.5,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-16,647.26,debit,Marketing,Operating expense
R0080,2025-09-17,699.99,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-17,1138.31,debit,Insurance,Operating expense
R0080,2025-09-18,998.87,credit,Walk-in Revenue,Daily revenue
R0080,2025-09-18,964.04,debit,Utilities,Operating expense
R0080,2025-09-19,745.91,credit,Online Order Revenue,Daily revenue
R0080,2025-09-19,889.78,debit,Staff Costs,Operating expense
R0080,2025-09-20,714.78,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-20,867.8,debit,Maintenance,Operating expense
R0080,2025-09-21,903.12,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-21,775.99,debit,Maintenance,Operating expense
R0080,2025-09-22,842.31,credit,Online Order Revenue,Daily revenue
R0080,2025-09-22,955.61,debit,Food & Beverage Supply,Operating expense
R0080,2025-09-23,844.38,credit,Walk-in Revenue,Daily revenue
R0080,2025-09-23,977.25,debit,Marketing,Operating expense
R0080,2025-09-24,895.79,credit,Walk-in Revenue,Daily revenue
R0080,2025-09-24,857.87,debit,Tax,Operating expense
R0080,2025-09-25,960.4,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-25,868.35,debit,Insurance,Operating expense
R0080,2025-09-26,925.61,credit,Online Order Revenue,Daily revenue
R0080,2025-09-26,1074.64,debit,Utilities,Operating expense
R0080,2025-09-27,1022.94,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-27,500.81,debit,Food & Beverage Supply,Operating expense
R0080,2025-09-28,878.4,credit,Online Order Revenue,Daily revenue
R0080,2025-09-28,993.42,debit,Utilities,Operating expense
R0080,2025-09-29,813.01,credit,Online Order Revenue,Daily revenue
R0080,2025-09-29,812.91,debit,Staff Costs,Operating expense
R0080,2025-09-30,909.49,credit,Card Terminal Revenue,Daily revenue
R0080,2025-09-30,1006.34,debit,Rent,Operating expense
R0080,2025-10-01,787.75,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-01,702.28,debit,Tax,Operating expense
R0080,2025-10-02,955.56,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-02,854.34,debit,Insurance,Operating expense
R0080,2025-10-03,957.35,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-03,851.61,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-04,888.1,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-04,880.61,debit,Marketing,Operating expense
R0080,2025-10-05,923.11,credit,Online Order Revenue,Daily revenue
R0080,2025-10-05,781.99,debit,Rent,Operating expense
R0080,2025-10-06,894.06,credit,Online Order Revenue,Daily revenue
R0080,2025-10-06,746.59,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-07,824.38,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-07,880.28,debit,Loan Repayment,Operating expense
R0080,2025-10-08,759.63,credit,Online Order Revenue,Daily revenue
R0080,2025-10-08,896.28,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-09,872.39,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-09,799.77,debit,Miscellaneous,Operating expense
R0080,2025-10-10,881.75,credit,Online Order Revenue,Daily revenue
R0080,2025-10-10,873.66,debit,Miscellaneous,Operating expense
R0080,2025-10-11,1060.93,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-11,1032.1,debit,Insurance,Operating expense
R0080,2025-10-12,1014.17,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-12,821.91,debit,Utilities,Operating expense
R0080,2025-10-13,987.33,credit,Online Order Revenue,Daily revenue
R0080,2025-10-13,565.96,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-14,966.63,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-14,859.82,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-15,733.91,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-15,741.53,debit,Miscellaneous,Operating expense
R0080,2025-10-16,930.92,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-16,858.85,debit,Utilities,Operating expense
R0080,2025-10-17,1004.39,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-17,1015.8,debit,Miscellaneous,Operating expense
R0080,2025-10-18,884.78,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-18,673.68,debit,Marketing,Operating expense
R0080,2025-10-19,989.77,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-19,969.27,debit,Food & Beverage Supply,Operating expense
R0080,2025-10-20,1037.94,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-20,869.7,debit,Miscellaneous,Operating expense
R0080,2025-10-21,1117.11,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-21,778.96,debit,Loan Repayment,Operating expense
R0080,2025-10-22,1073.81,credit,Card Terminal Revenue,Daily revenue
R0080,2025-10-22,670.96,debit,Rent,Operating expense
R0080,2025-10-23,655.92,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-23,668.94,debit,Miscellaneous,Operating expense
R0080,2025-10-24,838.8,credit,Online Order Revenue,Daily revenue
R0080,2025-10-24,812.42,debit,Staff Costs,Operating expense
R0080,2025-10-25,800.08,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-25,827.91,debit,Rent,Operating expense
R0080,2025-10-26,970.84,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-26,855.31,debit,Rent,Operating expense
R0080,2025-10-27,886.02,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-27,958.88,debit,Loan Repayment,Operating expense
R0080,2025-10-28,814.38,credit,Online Order Revenue,Daily revenue
R0080,2025-10-28,782.95,debit,Marketing,Operating expense
R0080,2025-10-29,841.45,credit,Walk-in Revenue,Daily revenue
R0080,2025-10-29,891.88,debit,Staff Costs,Operating expense
R0080,2025-10-30,854.91,credit,Online Order Revenue,Daily revenue
R0080,2025-10-30,861.1,debit,Miscellaneous,Operating expense
R0080,2025-10-31,989.16,credit,Online Order Revenue,Daily revenue
R0080,2025-10-31,750.58,debit,Miscellaneous,Operating expense
R0080,2025-11-01,728.12,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-01,784.9,debit,Insurance,Operating expense
R0080,2025-11-02,814.9,credit,Online Order Revenue,Daily revenue
R0080,2025-11-02,734.06,debit,Utilities,Operating expense
R0080,2025-11-03,633.75,credit,Online Order Revenue,Daily revenue
R0080,2025-11-03,614.89,debit,Insurance,Operating expense
R0080,2025-11-04,987.4,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-04,698.11,debit,Rent,Operating expense
R0080,2025-11-05,1025.88,credit,Online Order Revenue,Daily revenue
R0080,2025-11-05,725.14,debit,Maintenance,Operating expense
R0080,2025-11-06,953.48,credit,Online Order Revenue,Daily revenue
R0080,2025-11-06,781.49,debit,Rent,Operating expense
R0080,2025-11-07,971.14,credit,Online Order Revenue,Daily revenue
R0080,2025-11-07,781.46,debit,Utilities,Operating expense
R0080,2025-11-08,923.97,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-08,962.32,debit,Maintenance,Operating expense
R0080,2025-11-09,951.84,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-09,728.48,debit,Miscellaneous,Operating expense
R0080,2025-11-10,698.4,credit,Online Order Revenue,Daily revenue
R0080,2025-11-10,799.07,debit,Maintenance,Operating expense
R0080,2025-11-11,947.43,credit,Online Order Revenue,Daily revenue
R0080,2025-11-11,831.1,debit,Loan Repayment,Operating expense
R0080,2025-11-12,806.01,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-12,830.82,debit,Staff Costs,Operating expense
R0080,2025-11-13,972.24,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-13,982.14,debit,Insurance,Operating expense
R0080,2025-11-14,876.48,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-14,1111.72,debit,Rent,Operating expense
R0080,2025-11-15,1058.02,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-15,832.84,debit,Rent,Operating expense
R0080,2025-11-16,929.19,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-16,981.58,debit,Tax,Operating expense
R0080,2025-11-17,796.77,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-17,714.58,debit,Marketing,Operating expense
R0080,2025-11-18,761.67,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-18,781.25,debit,Food & Beverage Supply,Operating expense
R0080,2025-11-19,807.93,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-19,769.09,debit,Maintenance,Operating expense
R0080,2025-11-20,897.16,credit,Online Order Revenue,Daily revenue
R0080,2025-11-20,644.37,debit,Tax,Operating expense
R0080,2025-11-21,1048.61,credit,Online Order Revenue,Daily revenue
R0080,2025-11-21,957.57,debit,Miscellaneous,Operating expense
R0080,2025-11-22,851.19,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-22,992.91,debit,Utilities,Operating expense
R0080,2025-11-23,942.91,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-23,946.27,debit,Maintenance,Operating expense
R0080,2025-11-24,754.26,credit,Online Order Revenue,Daily revenue
R0080,2025-11-24,771.36,debit,Tax,Operating expense
R0080,2025-11-25,968.83,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-25,792.37,debit,Staff Costs,Operating expense
R0080,2025-11-26,881.9,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-26,798.85,debit,Tax,Operating expense
R0080,2025-11-27,941.28,credit,Card Terminal Revenue,Daily revenue
R0080,2025-11-27,825.92,debit,Loan Repayment,Operating expense
R0080,2025-11-28,1069.35,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-28,691.78,debit,Rent,Operating expense
R0080,2025-11-29,911.13,credit,Online Order Revenue,Daily revenue
R0080,2025-11-29,898.11,debit,Food & Beverage Supply,Operating expense
R0080,2025-11-30,766.46,credit,Walk-in Revenue,Daily revenue
R0080,2025-11-30,770.46,debit,Miscellaneous,Operating expense
R0080,2025-12-01,919.71,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-01,995.47,debit,Insurance,Operating expense
R0080,2025-12-02,915.66,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-02,904.7,debit,Utilities,Operating expense
R0080,2025-12-03,989.93,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-03,476.54,debit,Staff Costs,Operating expense
R0080,2025-12-04,909.6,credit,Online Order Revenue,Daily revenue
R0080,2025-12-04,759.25,debit,Tax,Operating expense
R0080,2025-12-05,1063.42,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-05,897.47,debit,Rent,Operating expense
R0080,2025-12-06,995.48,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-06,875.66,debit,Loan Repayment,Operating expense
R0080,2025-12-07,912.24,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-07,914.15,debit,Utilities,Operating expense
R0080,2025-12-08,898.6,credit,Online Order Revenue,Daily revenue
R0080,2025-12-08,968.83,debit,Maintenance,Operating expense
R0080,2025-12-09,785.34,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-09,938.8,debit,Maintenance,Operating expense
R0080,2025-12-10,861.69,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-10,895.13,debit,Rent,Operating expense
R0080,2025-12-11,730.99,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-11,845.2,debit,Staff Costs,Operating expense
R0080,2025-12-12,884.57,credit,Online Order Revenue,Daily revenue
R0080,2025-12-12,806.82,debit,Rent,Operating expense
R0080,2025-12-13,709.82,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-13,816.35,debit,Insurance,Operating expense
R0080,2025-12-14,914.93,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-14,595.25,debit,Staff Costs,Operating expense
R0080,2025-12-15,776.51,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-15,831.55,debit,Rent,Operating expense
R0080,2025-12-16,944.9,credit,Online Order Revenue,Daily revenue
R0080,2025-12-16,806.17,debit,Maintenance,Operating expense
R0080,2025-12-17,905.77,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-17,815.62,debit,Loan Repayment,Operating expense
R0080,2025-12-18,842.01,credit,Online Order Revenue,Daily revenue
R0080,2025-12-18,790.62,debit,Miscellaneous,Operating expense
R0080,2025-12-19,749.39,credit,Online Order Revenue,Daily revenue
R0080,2025-12-19,741.1,debit,Staff Costs,Operating expense
R0080,2025-12-20,896.32,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-20,962.94,debit,Food & Beverage Supply,Operating expense
R0080,2025-12-21,887.76,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-21,1063.53,debit,Marketing,Operating expense
R0080,2025-12-22,1109.56,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-22,820.83,debit,Utilities,Operating expense
R0080,2025-12-23,856.18,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-23,1088.46,debit,Food & Beverage Supply,Operating expense
R0080,2025-12-24,981.56,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-24,865.79,debit,Miscellaneous,Operating expense
R0080,2025-12-25,822.91,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-25,760.25,debit,Tax,Operating expense
R0080,2025-12-26,792.75,credit,Online Order Revenue,Daily revenue
R0080,2025-12-26,993.65,debit,Tax,Operating expense
R0080,2025-12-27,955.13,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-27,774.53,debit,Maintenance,Operating expense
R0080,2025-12-28,849.85,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-28,691.55,debit,Loan Repayment,Operating expense
R0080,2025-12-29,893.36,credit,Online Order Revenue,Daily revenue
R0080,2025-12-29,833.14,debit,Utilities,Operating expense
R0080,2025-12-30,654.91,credit,Card Terminal Revenue,Daily revenue
R0080,2025-12-30,694.85,debit,Utilities,Operating expense
R0080,2025-12-31,827.77,credit,Walk-in Revenue,Daily revenue
R0080,2025-12-31,944.61,debit,Miscellaneous,Operating expense
R0080,2026-01-01,841.04,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-01,593.69,debit,Insurance,Operating expense
R0080,2026-01-02,781.89,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-02,1022.47,debit,Maintenance,Operating expense
R0080,2026-01-03,860.61,credit,Online Order Revenue,Daily revenue
R0080,2026-01-03,685.8,debit,Maintenance,Operating expense
R0080,2026-01-04,719.98,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-04,815.31,debit,Tax,Operating expense
R0080,2026-01-05,914.94,credit,Online Order Revenue,Daily revenue
R0080,2026-01-05,866.09,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-06,1195.7,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-06,661.7,debit,Insurance,Operating expense
R0080,2026-01-07,860.99,credit,Online Order Revenue,Daily revenue
R0080,2026-01-07,847.97,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-08,853.6,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-08,560.64,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-09,956.19,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-09,735.41,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-10,785.89,credit,Online Order Revenue,Daily revenue
R0080,2026-01-10,703.47,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-11,1068.61,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-11,970.63,debit,Miscellaneous,Operating expense
R0080,2026-01-12,782.95,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-12,601.32,debit,Loan Repayment,Operating expense
R0080,2026-01-13,998.03,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-13,1063.13,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-14,1153.1,credit,Online Order Revenue,Daily revenue
R0080,2026-01-14,639.8,debit,Miscellaneous,Operating expense
R0080,2026-01-15,1047.71,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-15,811.69,debit,Insurance,Operating expense
R0080,2026-01-16,692.28,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-16,707.6,debit,Miscellaneous,Operating expense
R0080,2026-01-17,815.96,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-17,870.28,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-18,753.13,credit,Online Order Revenue,Daily revenue
R0080,2026-01-18,927.37,debit,Insurance,Operating expense
R0080,2026-01-19,952.31,credit,Online Order Revenue,Daily revenue
R0080,2026-01-19,936.64,debit,Marketing,Operating expense
R0080,2026-01-20,829.54,credit,Online Order Revenue,Daily revenue
R0080,2026-01-20,860.66,debit,Staff Costs,Operating expense
R0080,2026-01-21,788.92,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-21,894.8,debit,Miscellaneous,Operating expense
R0080,2026-01-22,875.25,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-22,795.38,debit,Marketing,Operating expense
R0080,2026-01-23,897.37,credit,Card Terminal Revenue,Daily revenue
R0080,2026-01-23,600.15,debit,Rent,Operating expense
R0080,2026-01-24,1029.54,credit,Online Order Revenue,Daily revenue
R0080,2026-01-24,822.44,debit,Utilities,Operating expense
R0080,2026-01-25,1029.98,credit,Online Order Revenue,Daily revenue
R0080,2026-01-25,948.83,debit,Staff Costs,Operating expense
R0080,2026-01-26,812.99,credit,Online Order Revenue,Daily revenue
R0080,2026-01-26,779.46,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-27,733.25,credit,Online Order Revenue,Daily revenue
R0080,2026-01-27,961.72,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-28,936.0,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-28,836.85,debit,Rent,Operating expense
R0080,2026-01-29,871.06,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-29,694.17,debit,Miscellaneous,Operating expense
R0080,2026-01-30,1039.58,credit,Walk-in Revenue,Daily revenue
R0080,2026-01-30,1056.71,debit,Food & Beverage Supply,Operating expense
R0080,2026-01-31,1043.78,credit,Online Order Revenue,Daily revenue
R0080,2026-01-31,791.94,debit,Maintenance,Operating expense
R0080,2026-02-01,943.09,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-01,942.71,debit,Miscellaneous,Operating expense
R0080,2026-02-02,911.08,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-02,1049.29,debit,Loan Repayment,Operating expense
R0080,2026-02-03,1035.87,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-03,1151.75,debit,Marketing,Operating expense
R0080,2026-02-04,921.91,credit,Walk-in Revenue,Daily revenue
R0080,2026-02-04,518.09,debit,Loan Repayment,Operating expense
R0080,2026-02-05,908.68,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-05,766.08,debit,Maintenance,Operating expense
R0080,2026-02-06,919.59,credit,Online Order Revenue,Daily revenue
R0080,2026-02-06,1029.61,debit,Loan Repayment,Operating expense
R0080,2026-02-07,842.33,credit,Online Order Revenue,Daily revenue
R0080,2026-02-07,711.01,debit,Miscellaneous,Operating expense
R0080,2026-02-08,830.98,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-08,1074.82,debit,Utilities,Operating expense
R0080,2026-02-09,851.1,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-09,843.95,debit,Staff Costs,Operating expense
R0080,2026-02-10,1100.53,credit,Online Order Revenue,Daily revenue
R0080,2026-02-10,893.2,debit,Tax,Operating expense
R0080,2026-02-11,657.18,credit,Online Order Revenue,Daily revenue
R0080,2026-02-11,753.46,debit,Miscellaneous,Operating expense
R0080,2026-02-12,830.33,credit,Walk-in Revenue,Daily revenue
R0080,2026-02-12,599.99,debit,Staff Costs,Operating expense
R0080,2026-02-13,849.42,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-13,480.64,debit,Tax,Operating expense
R0080,2026-02-14,936.05,credit,Online Order Revenue,Daily revenue
R0080,2026-02-14,813.25,debit,Tax,Operating expense
R0080,2026-02-15,824.35,credit,Online Order Revenue,Daily revenue
R0080,2026-02-15,591.86,debit,Insurance,Operating expense
R0080,2026-02-16,1051.67,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-16,743.09,debit,Food & Beverage Supply,Operating expense
R0080,2026-02-17,1019.57,credit,Online Order Revenue,Daily revenue
R0080,2026-02-17,797.01,debit,Utilities,Operating expense
R0080,2026-02-18,1058.68,credit,Online Order Revenue,Daily revenue
R0080,2026-02-18,883.56,debit,Insurance,Operating expense
R0080,2026-02-19,912.96,credit,Walk-in Revenue,Daily revenue
R0080,2026-02-19,710.02,debit,Utilities,Operating expense
R0080,2026-02-20,1041.35,credit,Walk-in Revenue,Daily revenue
R0080,2026-02-20,787.31,debit,Staff Costs,Operating expense
R0080,2026-02-21,812.81,credit,Online Order Revenue,Daily revenue
R0080,2026-02-21,793.18,debit,Tax,Operating expense
R0080,2026-02-22,895.92,credit,Online Order Revenue,Daily revenue
R0080,2026-02-22,918.85,debit,Rent,Operating expense
R0080,2026-02-23,697.44,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-23,1102.72,debit,Miscellaneous,Operating expense
R0080,2026-02-24,951.0,credit,Online Order Revenue,Daily revenue
R0080,2026-02-24,810.4,debit,Food & Beverage Supply,Operating expense
R0080,2026-02-25,948.91,credit,Walk-in Revenue,Daily revenue
R0080,2026-02-25,625.73,debit,Loan Repayment,Operating expense
R0080,2026-02-26,914.32,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-26,891.59,debit,Loan Repayment,Operating expense
R0080,2026-02-27,869.06,credit,Online Order Revenue,Daily revenue
R0080,2026-02-27,876.14,debit,Food & Beverage Supply,Operating expense
R0080,2026-02-28,986.65,credit,Card Terminal Revenue,Daily revenue
R0080,2026-02-28,723.58,debit,Miscellaneous,Operating expense
R0080,2026-03-01,1035.91,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-01,805.0,debit,Utilities,Operating expense
R0080,2026-03-02,1107.02,credit,Online Order Revenue,Daily revenue
R0080,2026-03-02,971.89,debit,Tax,Operating expense
R0080,2026-03-03,944.85,credit,Online Order Revenue,Daily revenue
R0080,2026-03-03,713.42,debit,Loan Repayment,Operating expense
R0080,2026-03-04,888.85,credit,Online Order Revenue,Daily revenue
R0080,2026-03-04,935.15,debit,Tax,Operating expense
R0080,2026-03-05,840.41,credit,Online Order Revenue,Daily revenue
R0080,2026-03-05,865.16,debit,Maintenance,Operating expense
R0080,2026-03-06,959.99,credit,Online Order Revenue,Daily revenue
R0080,2026-03-06,798.64,debit,Insurance,Operating expense
R0080,2026-03-07,812.08,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-07,1007.01,debit,Insurance,Operating expense
R0080,2026-03-08,952.27,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-08,775.56,debit,Insurance,Operating expense
R0080,2026-03-09,815.48,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-09,921.83,debit,Marketing,Operating expense
R0080,2026-03-10,893.41,credit,Walk-in Revenue,Daily revenue
R0080,2026-03-10,931.44,debit,Tax,Operating expense
R0080,2026-03-11,801.22,credit,Online Order Revenue,Daily revenue
R0080,2026-03-11,849.21,debit,Utilities,Operating expense
R0080,2026-03-12,849.04,credit,Walk-in Revenue,Daily revenue
R0080,2026-03-12,1024.54,debit,Rent,Operating expense
R0080,2026-03-13,940.72,credit,Online Order Revenue,Daily revenue
R0080,2026-03-13,691.0,debit,Food & Beverage Supply,Operating expense
R0080,2026-03-14,1001.99,credit,Walk-in Revenue,Daily revenue
R0080,2026-03-14,962.79,debit,Staff Costs,Operating expense
R0080,2026-03-15,864.47,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-15,713.67,debit,Food & Beverage Supply,Operating expense
R0080,2026-03-16,662.76,credit,Online Order Revenue,Daily revenue
R0080,2026-03-16,946.47,debit,Loan Repayment,Operating expense
R0080,2026-03-17,711.39,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-17,806.45,debit,Food & Beverage Supply,Operating expense
R0080,2026-03-18,714.4,credit,Card Terminal Revenue,Daily revenue
R0080,2026-03-18,1031.79,debit,Tax,Operating expense
